Data,Open,High,Low,Close,BTC-USD,SMA50,SMA200,RSI,ATR,Volume,VolumeAvg20,Azione,Livello_Rischio
2018-03-07,10700.0,10894.0,9400.0,9925.0,9925.0,10140.6428,8942.54105,45.66450917077457,890.5060971852897,32486.56622749,19611.475595330503,MANTIENI STATO ATTUALE,BASSO
2018-03-08,9925.0,10098.0,9050.0,9304.89,9304.89,10102.7404,8968.81055,41.39628996219798,901.7556616720548,23426.7950493,19890.638002406497,VENDI,BASSO
2018-03-09,9304.9,9410.0,8370.0,9255.0,9255.0,10061.729800000001,8995.075550000001,41.06374078002164,911.6302572669081,42041.35761821,20953.627799209,VENDI,BASSO
2018-03-10,9255.0,9518.77,8720.08,8795.44,8795.44,10007.6588,9018.59275,38.03287295921438,903.5630960335575,17254.85640436,20467.5738293745,VENDI,ALTO
2018-03-11,8795.45,9760.0,8516.0,9533.88,9533.88,9943.080399999999,9045.5447,45.051067794433436,927.8800177454463,21816.15454135,20676.659803788,VENDI,BASSO
2018-03-12,9533.88,9890.0,8780.49,9120.0,9120.0,9895.117,9069.58455,42.16839691851564,940.8535879064858,21281.59414403,20319.483463544,VENDI,BASSO
2018-03-13,9120.0,9472.88,8855.0,9145.41,9145.41,9862.6912,9093.5116,42.412030218349905,917.7840459131653,17207.40199682,19677.752018776002,VENDI,BASSO
2018-03-14,9145.42,9340.0,7931.0,8207.02,8207.02,9810.3328,9112.8251,36.32578058757241,952.8708997765107,28010.58833814,19673.4860101015,VENDI,ALTO
2018-03-15,8207.02,8400.0,7666.0,8259.99,8259.99,9748.3968,9132.424500000001,36.87644050431279,937.2372640781886,28014.23390561,20035.200546285498,VENDI,ALTO
2018-03-16,8260.0,8600.0,7911.0,8275.0,8275.0,9691.5368,9151.87455,37.0425911690224,919.5060309297465,16967.92912777,19897.1277173405,VENDI,ALTO
2018-03-17,8274.09,8349.82,7751.0,7857.6,7857.6,9626.951,9168.16755,34.33603420841483,896.5998858633361,13639.73308518,19993.756288049997,VENDI,ALTO
2018-03-18,7857.59,8302.73,7310.0,8192.0,8192.0,9564.411,9186.21765,38.229998227128014,903.4663225873836,30536.54458381,20564.633826145502,VENDI,ALTO
2018-03-19,8192.0,8757.5,8108.31,8589.0,8589.0,9505.471,9205.442949999999,42.583236654719514,885.3037281168562,25598.67320803,20932.541018969998,VENDI,ALTO
2018-03-20,8589.0,9046.26,8316.15,8900.0,8900.0,9461.0108,9225.203,45.805385072013564,874.2184618227951,20469.34145312,20971.604613463,VENDI,ALTO
2018-03-21,8900.0,9174.0,8745.0,8891.81,8891.81,9438.947,9246.4121,45.73260023317452,842.4171431211669,16007.11697609,21002.4329090735,VENDI,ALTO
2018-03-22,8891.81,9073.93,8467.27,8715.09,8715.09,9411.249,9266.8573,44.10409273203467,825.5773471839407,14990.23803367,21060.042856666,VENDI,ALTO
2018-03-23,8715.09,8927.81,8280.04,8927.1,8927.1,9409.5064,9289.001549999999,46.562562213135415,812.8768223850877,15266.82554983,21163.456465921503,VENDI,ALTO
2018-03-24,8927.8,8999.0,8508.0,8531.34,8531.34,9404.3828,9309.4957,42.780002025684034,789.8856207861529,11863.31062337,21324.829873563,VENDI,ALTO
2018-03-25,8531.96,8670.0,8359.45,8453.0,8453.0,9388.6428,9328.6798,42.051770269802795,755.6473621585706,9048.85236081,21224.700062742497,VENDI,ALTO
2018-03-26,8453.0,8498.0,7854.0,8145.0,8145.0,9388.1846,9346.2839,39.22467770197785,747.6725505758155,19389.85130451,21265.898226575002,VENDI,ALTO
2018-03-27,8144.99,8219.99,7757.0,7793.61,7793.61,9405.953000000001,9363.50195,36.23192698797726,727.3380826775431,14987.73034205,20390.956432303,VENDI,ALTO
2018-03-28,7793.61,8088.0,7727.76,7942.72,7942.72,9411.038199999999,9381.54375,38.38041045457698,701.1167910577185,10966.69757001,19767.9515583385,VENDI,ALTO
2018-03-29,7942.73,7957.0,6905.0,7080.0,7080.0,9401.1232,9395.686950000001,31.72115729535416,726.1798774107386,27812.00561903,19056.4839583795,VENDI,ALTO
2018-03-30,7080.0,7275.35,6600.0,6848.01,6848.01,9373.7214,9408.8734,30.2035547310103,722.5491718814002,29312.749662,19659.3786212615,VENDI,ALTO
2018-03-31,6848.01,7200.0,6780.0,6928.5,6928.5,9338.8712,9422.6933,31.42931311938102,700.9385167470144,14951.4968471,19316.145736549,VENDI,ALTO
2018-04-01,6928.5,7044.46,6450.0,6816.01,6816.01,9304.241600000001,9437.49675,30.619969411561428,693.332908407942,15434.52280833,19023.792169764,VENDI,ALTO
2018-04-02,6816.01,7100.0,6777.28,7045.01,7045.01,9283.682,9456.4698,34.327525537447656,666.8605578073748,14317.14565509,18879.2793526775,VENDI,ALTO
2018-04-03,7045.01,7520.0,7016.8,7424.9,7424.9,9254.7344,9474.8942,40.05078951724325,655.170517963991,18923.19243902,18424.909557721498,VENDI,ALTO
2018-04-04,7424.91,7424.91,6708.46,6791.68,6791.68,9220.167800000001,9490.22005,34.63289399135715,659.5476238237059,15332.55315937,17790.8255204095,VENDI,ALTO
2018-04-05,6791.68,6933.11,6568.64,6785.85,6785.85,9166.4252,9505.54945,34.586503943100496,638.4706506934411,14454.29416624,17665.143772333,VENDI,ALTO
2018-04-06,6785.86,6847.0,6518.88,6619.01,6619.01,9098.1808,9518.1445,33.21533494073924,616.302747072481,10756.54967988,17520.984602068,VENDI,ALTO
2018-04-07,6619.01,7064.64,6605.08,6894.01,6894.01,9032.7112,9533.064,37.606132593155884,605.1068365673038,10351.3736739,16511.726056572497,VENDI,ALTO
2018-04-08,6894.01,7099.99,6880.0,7020.01,7020.01,8950.6814,9548.80375,39.56662889137948,577.5984910982107,6296.84940676,15546.634866508999,VENDI,ALTO
2018-04-09,7020.01,7169.53,6617.0,6771.13,6771.13,8878.5032,9564.572049999999,37.08773162296177,575.8078845911957,13950.51963666,15220.693775685999,VENDI,ALTO
2018-04-10,6771.14,6893.29,6661.19,6824.99,6824.99,8792.203000000001,9580.60195,37.99311070903687,551.2573214061103,7491.82299943,14794.929076852999,VENDI,ALTO
2018-04-11,6825.0,6974.0,6806.01,6942.99,6942.99,8706.3514,9596.38025,40.02937447866331,523.8810841628168,8182.9960061,14454.5669754745,VENDI,ALTO
2018-04-12,6943.0,8050.0,6767.77,7916.0,7916.0,8655.586,9617.6152,53.569373019577455,578.0488638654728,31205.93316274,15251.52235612,VENDI,ALTO
2018-04-13,7915.99,8220.0,7760.0,7893.19,7893.19,8616.8498,9637.48225,53.26575969373329,569.6168021607962,22123.21006651,15764.517328277001,VENDI,ALTO
2018-04-14,7893.19,8150.0,7830.0,8003.11,8003.11,8574.0122,9658.07235,54.60108134925351,551.7870305778822,9338.06089305,15778.977754889002,VENDI,ALTO
2018-04-15,8003.12,8392.56,8003.11,8355.25,8355.25,8547.344799999999,9678.8486,58.674782591214786,540.1915283937478,9899.55458272,15304.462918799498,VENDI,ALTO
2018-04-16,8355.24,8398.98,7905.99,8048.93,8048.93,8516.3636,9698.14615,54.12504243993996,536.8199906513373,13429.26623465,15226.5397134295,VENDI,ALTO
2018-04-17,8048.92,8162.5,7822.0,7892.1,7892.1,8468.205600000001,9716.8217,51.905874893245766,522.7971341762418,10700.35753361,15213.222711609498,VENDI,ALTO
2018-04-18,7892.11,8243.99,7879.8,8152.05,8152.05,8419.9152,9735.88695,55.18572207178219,511.4680531636531,10973.85923727,14371.315392521501,VENDI,ALTO
2018-04-19,8152.05,8300.0,8101.47,8274.0,8274.0,8379.2498,9755.2829,56.678322331348035,489.11533508053503,11936.23618763,13502.489718803,VENDI,ALTO
2018-04-20,8274.0,8932.57,8216.21,8866.27,8866.27,8338.656799999999,9777.6507,63.10538716181416,505.34709686049683,16415.30759081,13575.6802559885,MANTIENI STATO ATTUALE,ALTO
2018-04-21,8866.27,9038.87,8610.7,8915.42,8915.42,8296.9652,9800.68785,63.58815526325488,499.83444708474707,12305.06569139,13419.207400141499,MANTIENI STATO ATTUALE,ALTO
2018-04-22,8915.42,9015.0,8754.01,8795.01,8795.01,8244.215400000001,9823.5887,61.466202511891545,482.7741294358366,7805.76709948,13093.638472360999,MANTIENI STATO ATTUALE,ALTO
2018-04-23,8795.0,8991.0,8775.1,8931.3,8931.3,8193.4434,9846.645,62.9723641633307,463.7116916189911,8040.33557959,12549.4956293895,MANTIENI STATO ATTUALE,ALTO
2018-04-24,8931.31,9728.56,8930.0,9645.1,9645.1,8158.794599999999,9873.05555,69.66088291012521,487.6294279319203,20843.27006804,12825.031474823,MANTIENI STATO ATTUALE,ALTO
2018-04-25,9645.0,9763.49,8602.43,8865.98,8865.98,8122.114199999999,9895.26045,57.46021273264281,535.7316116510689,31814.1288426,13693.023208641,MANTIENI STATO ATTUALE,ALTO
2018-04-26,8865.98,9318.0,8660.0,9272.11,9272.11,8109.0564,9918.60355,61.26829825238054,544.4650679617068,15216.84970266,13916.03820978,MANTIENI STATO ATTUALE,ALTO
2018-04-27,9272.12,9369.0,8910.0,8922.55,8922.55,8101.4096,9939.36855,56.574010687651764,538.3604202501564,12087.28643213,14002.8338476915,MANTIENI STATO ATTUALE,ALTO
2018-04-28,8922.56,9447.0,8863.42,9329.99,9329.99,8102.9094,9962.2685,60.38405885480923,541.5903902322881,8849.51366266,14130.467060486499,MANTIENI STATO ATTUALE,ALTO
2018-04-29,9329.99,9512.5,9179.99,9389.01,9389.01,8114.7808,9985.1386,60.918952169245614,526.6560766442675,7937.98812228,13829.840484767501,MANTIENI STATO ATTUALE,ALTO
2018-04-30,9389.01,9447.0,9110.88,9243.83,9243.83,8108.979800000001,10004.157749999998,58.81527265928704,513.0463568839627,8862.27320109,13898.3629948505,MANTIENI STATO ATTUALE,ALTO
2018-05-01,9243.83,9245.37,8831.21,9072.29,9072.29,8108.025600000001,10021.3952,56.3396492092344,505.98304567796555,11372.35045084,14057.8307170875,MANTIENI STATO ATTUALE,ALTO
2018-05-02,9072.29,9251.05,8990.0,9190.48,9190.48,8108.927,10038.25195,57.66193546566746,488.4878281295394,8825.62461492,12938.8152896965,MANTIENI STATO ATTUALE,ALTO
2018-05-03,9190.47,9800.0,9131.0,9725.74,9725.74,8139.301399999999,10058.41215,63.11080251181208,501.38155469171517,14956.45443951,12580.4775083465,MANTIENI STATO ATTUALE,ALTO
2018-05-04,9725.74,9745.0,9451.5,9685.0,9685.0,8167.801599999999,10078.06265,62.451989141520436,486.5328722137355,10837.90259875,12655.4695936315,MANTIENI STATO ATTUALE,ALTO
2018-05-05,9685.0,9948.12,9660.28,9800.0,9800.0,8198.301599999999,10099.092649999999,63.6068762537673,472.3405241984687,9391.1010713,12630.0469180605,MANTIENI STATO ATTUALE,ALTO
2018-05-06,9799.99,9880.0,9390.0,9600.0,9600.0,8233.149599999999,10119.220449999999,60.142304924916886,473.6019153271495,7651.21500589,12341.1443566225,MANTIENI STATO ATTUALE,ALTO
2018-05-07,9600.0,9619.55,9162.85,9353.0,9353.0,8256.3696,10137.4654,56.07971595151823,472.3946356609245,9909.98246212,12301.625603048,MANTIENI STATO ATTUALE,ALTO
2018-05-08,9356.25,9463.13,9050.0,9177.82,9177.82,8268.146,10153.409,53.32832073642168,468.1614473994299,9561.98001906,12231.0316421375,MANTIENI STATO ATTUALE,ALTO
2018-05-09,9177.81,9370.0,8960.0,9300.08,9300.08,8276.1476,10169.785100000001,54.98813220073057,464.00705829947066,8628.95083325,12065.667374418501,MANTIENI STATO ATTUALE,ALTO
2018-05-10,9300.08,9386.32,9001.01,9010.51,9010.51,8278.5216,10184.8124,50.414949738971444,458.38583984950844,7596.46134672,11624.725062214002,MANTIENI STATO ATTUALE,ALTO
2018-05-11,9010.51,9010.51,8351.0,8403.33,8403.33,8272.2864,10197.299099999998,42.443932452694995,472.7518512888293,17512.9269818,11885.1181267345,MANTIENI STATO ATTUALE,ALTO
2018-05-12,8403.33,8658.57,8223.43,8475.0,8475.0,8263.244400000001,10212.04695,43.57791961437983,470.06529048248433,11392.07649417,12064.433596469,MANTIENI STATO ATTUALE,ALTO
2018-05-13,8474.31,8774.32,8345.0,8686.1,8686.1,8266.3396,10226.7776,46.89666786483626,467.1549125908783,6678.59431195,11996.346533087,MANTIENI STATO ATTUALE,ALTO
2018-05-14,8686.1,8880.01,8289.79,8670.0,8670.0,8270.6796,10240.669549999999,46.67119387455525,475.94527597724414,14127.77867728,11660.571963549,MANTIENI STATO ATTUALE,ALTO
2018-05-15,8670.0,8847.0,8420.45,8477.46,8477.46,8277.3288,10254.15685,43.94980153587553,472.4170419788695,10892.26808048,10614.478925443,MANTIENI STATO ATTUALE,ALTO
2018-05-16,8477.47,8500.0,8103.33,8344.0,8344.0,8288.3366,10267.1168,42.1165992906294,467.0065389803788,10858.39386627,10396.5561336235,MANTIENI STATO ATTUALE,ALTO
2018-05-17,8344.01,8483.48,8001.0,8059.0,8059.0,8290.6622,10276.711749999999,38.4301833020275,468.111786196066,8477.74299592,10216.078961813,MANTIENI STATO ATTUALE,ALTO
2018-05-18,8059.0,8280.0,7927.21,8238.51,8238.51,8313.8324,10287.2835,41.88081816980399,459.8745157534899,8239.27592631,10185.567074995499,VENDI,ALTO
2018-05-19,8238.51,8390.0,8152.54,8235.6,8235.6,8341.584200000001,10296.23645,41.839881678245604,443.98776462824065,4198.42045085,9998.588691424,VENDI,ALTO
2018-05-20,8235.6,8600.0,8172.0,8516.86,8516.86,8373.3514,10304.9023,47.21070639608455,442.8457814405092,4486.83071279,9779.816567008998,MANTIENI STATO ATTUALE,ALTO
2018-05-21,8516.86,8584.39,8309.23,8393.44,8393.44,8404.9,10311.669600000001,45.23661153878004,430.86822562333,5125.87838258,9467.492963596,MANTIENI STATO ATTUALE,ALTO
2018-05-22,8393.43,8400.0,7950.0,7987.7,7987.7,8423.7538,10315.75805,39.40339466714953,432.2347809359493,6905.26600219,9371.4750329595,VENDI,ALTO
2018-05-23,7987.7,8030.06,7433.19,7505.0,7505.0,8425.355800000001,10316.2203,33.816606131621,443.9944394405244,15892.46676728,9418.275649348001,VENDI,ALTO
2018-05-24,7505.01,7734.99,7269.0,7584.15,7584.15,8441.2052,10317.18105,35.43318269281335,445.56555090905835,11375.35825749,9445.148432285,VENDI,ALTO
2018-05-25,7584.15,7661.85,7326.94,7459.11,7459.11,8454.6704,10319.6278,34.01948137929428,437.6615829869828,8681.38004429,9409.6623809345,VENDI,ALTO
2018-05-26,7459.11,7640.46,7287.23,7337.95,7337.95,8469.049200000001,10320.6844,32.65974333624864,431.6307556307698,4572.29163123,9255.7162122015,VENDI,ALTO
2018-05-27,7337.94,7392.7,7229.01,7346.64,7346.64,8478.101799999999,10320.0778,32.86700014616882,412.4921302285719,4568.21590348,8988.6278842695,VENDI,ALTO
2018-05-28,7346.64,7444.8,7087.0,7107.94,7107.94,8479.8604,10319.8375,30.124357870055846,408.5855494979597,7785.66681592,8899.8122241125,VENDI,ALTO
2018-05-29,7107.94,7524.99,7058.0,7460.0,7460.0,8493.6378,10324.2494,38.30201718334128,412.75729596239114,10350.09174071,8985.8692694855,VENDI,ALTO
2018-05-30,7460.0,7557.78,7272.71,7380.01,7380.01,8504.7382,10329.41595,37.23574770879199,403.63677482222033,6250.20477606,8918.5564409525,VENDI,ALTO
2018-05-31,7380.0,7609.99,7340.0,7485.0,7485.0,8515.5784,10337.4092,39.61200184024045,394.09057662063316,6067.82801549,8346.301492637,VENDI,ALTO
2018-06-01,7485.0,7599.99,7351.01,7514.32,7514.32,8507.5448,10342.30145,40.2918545319153,383.72553543344503,6936.82298245,8123.538817051,VENDI,ALTO
2018-06-02,7514.32,7697.09,7440.0,7636.42,7636.42,8502.409399999999,10347.458550000001,43.161593929177116,374.68014004534183,5070.8649463,8043.1523487685,VENDI,ALTO
2018-06-03,7636.41,7777.0,7583.24,7706.37,7706.37,8496.4746,10349.520400000001,44.79847340868352,361.757272899246,5206.86345245,7597.1065875270015,VENDI,ALTO
2018-06-04,7706.37,7747.57,7447.61,7487.37,7487.37,8479.117,10347.7646,40.83356473542325,357.34318197787127,6034.28233024,7354.207300015,VENDI,ALTO
2018-06-05,7487.37,7677.5,7355.0,7612.51,7612.51,8470.3886,10347.2536,43.88954458500566,354.8543832651662,5740.07226081,7098.291219741999,VENDI,ALTO
2018-06-06,7612.51,7691.0,7484.0,7655.0,7655.0,8465.6466,10346.64355,44.929628434535594,344.2933558890829,5736.88730444,6961.2484351680005,VENDI,ALTO
2018-06-07,7655.0,7747.0,7635.0,7684.93,7684.93,8456.304199999999,10344.9091,45.6932584207972,327.70097332557697,5041.52279334,6801.3607785195,VENDI,ALTO
2018-06-08,7684.93,7690.0,7536.58,7618.8,7618.8,8443.2002,10341.72305,44.233787053004434,315.25233237375005,3945.54283341,6788.7168976475,VENDI,ALTO
2018-06-09,7616.0,7680.0,7468.0,7496.4,7496.4,8415.8028,10338.66005,41.586142582271556,307.8771657756251,2775.24696058,6703.137710037001,VENDI,ALTO
2018-06-10,7496.41,7496.41,6652.0,6770.31,6770.31,8372.900599999999,10331.2616,30.08292515880268,346.20093964879476,18788.77680649,7386.2826312325,VENDI,ALTO
2018-06-11,6770.31,6913.83,6666.66,6881.0,6881.0,8334.6204,10325.5108,33.12009415953894,339.1273011024523,11620.53954327,7622.0463082865,VENDI,ALTO
2018-06-12,6881.0,6885.84,6450.0,6545.0,6545.0,8286.8944,10317.160750000001,29.00172633842243,346.0353510237057,10820.92303628,7368.469121736501,VENDI,ALTO
2018-06-13,6549.47,6618.95,6135.0,6302.31,6302.31,8220.0386,10304.694800000001,26.443978898430046,355.88639737915526,17373.41486923,7668.3719523235,VENDI,ALTO
2018-06-14,6302.32,6750.0,6269.0,6638.49,6638.49,8175.4888,10290.8817,34.99617055855914,364.82308328064414,14548.25525645,7961.715712931499,VENDI,ALTO
2018-06-15,6638.49,6660.0,6370.0,6391.22,6391.22,8117.871,10273.99425,32.0449414972406,359.4785773320267,7028.63892797,8084.533077768501,VENDI,ALTO
2018-06-16,6391.21,6549.99,6330.0,6484.29,6484.29,8069.105799999999,10256.6707,34.291045790879494,349.5151075225962,4521.32956305,8082.188760747,VENDI,ALTO
2018-06-17,6484.3,6570.01,6428.14,6447.16,6447.16,8011.4492,10239.2266,33.81090910087137,334.68331412812506,3275.09792547,7856.660316224499,VENDI,ALTO
2018-06-18,6447.15,6807.64,6385.0,6709.02,6709.02,7957.849399999999,10223.2567,40.173137943591236,340.9659345475447,8046.05593543,7741.458525960499,VENDI,ALTO
2018-06-19,6709.19,6829.06,6670.01,6736.41,6736.41,7907.701,10202.589549999999,40.81397788814342,327.9719392227201,6155.18187377,7736.707380846,VENDI,ALTO
2018-06-20,6736.41,6817.0,6557.66,6759.18,6759.18,7861.4388,10181.734250000001,41.37616804073676,323.06965784966866,6683.29357071,7767.480658607,VENDI,ALTO
2018-06-21,6759.54,6787.0,6682.3,6719.01,6719.01,7812.009400000001,10158.879299999999,40.6427183758073,307.47182514612086,4385.00279703,7639.889649336001,VENDI,ALTO
2018-06-22,6719.01,6725.0,5921.21,6059.82,6059.82,7738.691000000001,10130.9585,30.94781471778566,342.92312334996933,18193.25099287,8296.008951664498,VENDI,ALTO
2018-06-23,6059.82,6250.0,6040.01,6178.29,6178.29,7668.5568,10103.2582,33.99514208316157,333.42790025354293,6070.20787087,8339.1761725855,VENDI,ALTO
2018-06-24,6178.29,6255.8,5777.0,6149.99,6149.99,7595.5566,10063.558149999999,33.61353310977444,343.8116216640041,13211.31953891,8698.028033019,VENDI,ALTO
2018-06-25,6150.0,6340.01,6070.13,6246.01,6246.01,7528.4768,10007.83815,36.22920634930115,338.5307915451467,9237.28844816,8872.888842386501,VENDI,ALTO
2018-06-26,6246.01,6271.0,6006.39,6074.0,6074.0,7462.8968,9956.373,33.66989910581536,333.25073500620766,6680.68174851,8920.07856459,VENDI,ALTO
2018-06-27,6074.01,6175.43,5983.56,6132.17,6132.17,7401.9838,9910.48395,35.33358913611842,323.15211107719284,7061.43624405,9021.0742371255,VENDI,ALTO
2018-06-28,6132.16,6161.47,5816.6,5851.66,5851.66,7333.0154,9863.2922,31.261597385364524,324.70338885739335,7769.8116466,9212.287677785,VENDI,ALTO
2018-06-29,5850.25,6300.0,5790.01,6202.36,6202.36,7276.8524,9809.8752,40.49468569445982,337.938146796151,11065.12248838,9626.781454175,VENDI,ALTO
2018-06-30,6202.36,6520.15,6185.0,6383.19,6383.19,7236.4496,9753.14055,44.624978682660036,337.73899345356875,6783.38450293,9026.511838997,VENDI,ALTO
2018-07-01,6383.19,6424.14,6256.76,6349.5,6349.5,7193.9396,9701.44,44.012047256220846,325.570493921171,4069.05699082,8648.9377113745,VENDI,ALTO
2018-07-02,6349.5,6669.99,6270.01,6611.79,6611.79,7152.453399999999,9650.75005,49.793765495196624,330.8854586410874,8287.96529635,8522.289824378,VENDI,ALTO
2018-07-03,6611.79,6673.99,6465.0,6502.62,6502.62,7109.105799999999,9594.5698,47.59087801923569,322.178640166724,6501.26577908,7978.682369870499,VENDI,ALTO
2018-07-04,6502.62,6796.62,6411.51,6587.47,6587.47,7071.306,9529.257099999999,49.46227636007016,326.6737372976723,6847.85549833,7593.662381964498,VENDI,ALTO
2018-07-05,6587.46,6700.0,6449.5,6532.95,6532.95,7035.085,9465.026899999999,48.26960233502608,321.2327560621243,6985.12310145,7591.486590638499,VENDI,ALTO
2018-07-06,6532.96,6639.0,6452.2,6600.0,6600.0,7005.905,9402.831849999999,49.870518151676364,311.6304163434011,5215.29306825,7626.184765898501,VENDI,ALTO
2018-07-07,6599.99,6843.26,6512.0,6753.28,6753.28,6976.200399999999,9347.4046,53.419457775486904,313.03252946172967,4496.26591603,7687.2431654265,VENDI,ALTO
2018-07-08,6753.29,6778.31,6671.0,6701.97,6701.97,6945.5278,9298.43,52.090040563599615,298.33806307160614,3321.52529781,7451.0166335455015,VENDI,ALTO
2018-07-09,6701.97,6815.82,6625.0,6664.01,6664.01,6908.470800000001,9252.95605,51.077299037507736,290.6582014236343,5254.12964941,7405.9640223275,VENDI,ALTO
2018-07-10,6664.01,6679.47,6279.0,6303.7,6303.7,6866.6759999999995,9213.421699999999,42.60926230946513,298.50190132194615,8177.86682562,7480.692685073,VENDI,ALTO
2018-07-11,6303.69,6400.0,6281.01,6390.04,6390.04,6834.7228000000005,9169.99245,44.963893661646104,285.6796226560928,5038.30347773,7513.357719107999,VENDI,ALTO
2018-07-12,6390.04,6390.04,6075.01,6249.75,6249.75,6809.6178,9130.1315,41.95204202609726,287.7760781806576,9411.45794822,7074.2680668755,VENDI,ALTO
2018-07-13,6246.68,6335.09,6121.53,6216.29,6216.29,6782.2606,9090.35305,41.242467191025575,282.4749297391821,5975.71038478,7069.543192571,VENDI,ALTO
2018-07-14,6216.29,6323.68,6187.0,6248.65,6248.65,6758.0514,9042.641899999999,42.25963333630999,272.0610061863834,3044.81810615,6561.218120932999,VENDI,ALTO
2018-07-15,6248.65,6385.35,6233.26,6348.73,6348.73,6738.267,8997.550150000001,45.40728390707952,263.4916486016417,3882.96945333,6293.5021711915,VENDI,ALTO
2018-07-16,6348.73,6750.0,6330.3,6728.81,6728.81,6725.910400000001,8958.94415,55.36003656031909,274.64938798723875,9147.40601617,6416.838384574499,MANTIENI STATO ATTUALE,ALTO
2018-07-17,6728.8,7472.5,6663.51,7315.01,7315.01,6730.0518,8922.69395,65.73551620540985,312.81657455957884,15644.40972338,6845.987058541,MANTIENI STATO ATTUALE,ALTO
2018-07-18,7315.0,7584.85,7229.89,7378.99,7378.99,6728.4316,8895.38895,66.64670057201226,315.82681923389464,15774.39905617,7246.2164290195,MANTIENI STATO ATTUALE,ALTO
2018-07-19,7378.99,7581.0,7281.42,7470.01,7470.01,6730.2316,8863.42335,67.9523758578481,314.6663321457593,9985.49794394,7192.235201797501,MANTIENI STATO ATTUALE,ALTO
2018-07-20,7470.01,7687.0,7259.76,7334.46,7334.46,6727.220799999999,8832.6956,63.93813245334996,322.70730842106224,10406.31899656,7373.381926479,MANTIENI STATO ATTUALE,ALTO
2018-07-21,7334.46,7444.77,7204.32,7408.0,7408.0,6725.094399999999,8795.82805,65.14128104374026,316.83178639098645,5079.339249,7423.896039388,MANTIENI STATO ATTUALE,ALTO
2018-07-22,7408.0,7569.69,7327.75,7397.8,7397.8,6720.322000000001,8757.32635,64.8182608624227,311.48237307734456,5599.21912506,7289.4587308235,MANTIENI STATO ATTUALE,ALTO
2018-07-23,7400.0,7809.0,7378.26,7720.09,7720.09,6720.5964,8720.201850000001,69.89758614228106,320.0007750003914,12449.92345846,7586.8916147925,MANTIENI STATO ATTUALE,ALTO
2018-07-24,7720.08,8488.0,7695.99,8385.5,8385.5,6738.559,8677.329300000001,77.21254288656512,353.7157196432206,19636.00922903,8226.2993013275,MANTIENI STATO ATTUALE,ALTO
2018-07-25,8390.04,8482.84,8042.0,8157.15,8157.15,6749.451800000001,8632.6201,70.84978560718,359.93888252584776,14713.91077749,8612.7386851295,MANTIENI STATO ATTUALE,ALTO
2018-07-26,8157.15,8290.0,7840.0,7931.99,7931.99,6754.9916,8591.408950000001,65.14893417138836,366.3718194882872,11869.52084895,8945.450074164499,MANTIENI STATO ATTUALE,ALTO
2018-07-27,7932.0,8276.55,7787.29,8184.21,8184.21,6764.977200000001,8557.3613,68.23252564261276,375.14954666769523,11991.35205827,9320.2043812765,MANTIENI STATO ATTUALE,ALTO
2018-07-28,8182.64,8230.0,8065.0,8228.9,8228.9,6777.1792,8526.10085,68.75995934646265,360.13886476285984,4141.05036475,9361.180634623499,MANTIENI STATO ATTUALE,ALTO
2018-07-29,8227.38,8289.96,8127.87,8216.34,8216.34,6791.578,8492.806649999999,68.41615778933108,345.9925172797984,4239.76030429,9310.4621673675,MANTIENI STATO ATTUALE,ALTO
2018-07-30,8216.33,8274.92,7850.0,8170.01,8170.01,6819.572000000001,8467.116399999999,67.08372069609246,351.6301946169557,10568.96492471,9430.017072322,MANTIENI STATO ATTUALE,ALTO
2018-07-31,8170.0,8173.57,7629.48,7727.27,7727.27,6836.4974,8436.65275,55.88315205969036,365.37732357288746,12604.37481313,9808.320639091999,MANTIENI STATO ATTUALE,ALTO
2018-08-01,7727.28,7750.0,7437.0,7603.99,7603.99,6857.6772,8403.73295,53.21865425765213,361.6360861748241,11853.49011195,9930.4222472785,MANTIENI STATO ATTUALE,ALTO
2018-08-02,7603.99,7707.54,7462.0,7533.92,7533.92,6882.309400000001,8373.1214,51.70951569240635,353.3435085909081,6917.39838355,9977.506647217,MANTIENI STATO ATTUALE,ALTO
2018-08-03,7533.92,7538.53,7285.0,7414.08,7414.08,6897.821200000001,8342.2418,49.14279029948074,346.2139722629861,11084.8522024,10379.5083520295,MANTIENI STATO ATTUALE,ALTO
2018-08-04,7414.08,7495.0,6940.0,7005.0,7005.0,6910.096799999999,8319.416749999999,41.559312469175985,361.1272599584871,9933.75030971,10682.0473948485,MANTIENI STATO ATTUALE,ALTO
2018-08-05,7005.0,7086.52,6880.0,7030.01,7030.01,6921.0112,8298.56675,42.147104692621355,350.0838842471667,6243.59990905,10536.8570894925,MANTIENI STATO ATTUALE,ALTO
2018-08-06,7030.0,7163.0,6840.0,6938.0,6938.0,6930.8279999999995,8276.729099999999,40.53195745174821,348.14932108665477,8956.04941689,10202.439074168,MANTIENI STATO ATTUALE,ALTO
2018-08-07,6938.0,7152.0,6647.07,6718.22,6718.22,6931.012000000001,8252.82525,36.894912411901316,359.3479410090366,11165.1416331,9971.976203014501,MANTIENI STATO ATTUALE,ALTO
2018-08-08,6718.22,6718.22,6121.04,6282.5,6282.5,6921.9338,8220.42375,30.962960872983828,376.33594522267686,22145.35061404,10579.9688365195,VENDI,ALTO
