variant,description,period,start,end,strategy_total_return,strategy_annualized_return,strategy_max_drawdown,strategy_sharpe,strategy_operations,strategy_win_rate,buy_hold_total_return,buy_hold_max_drawdown,delta_total_return,drawdown_improvement
sma50_2d_or_sma60_2d,Regola attuale oppure Close sotto SMA60 per 2 giorni,2024_2026_recent,2024-01-01,2026-06-23,0.3671338233377335,0.13458021213602955,-0.2765512856558663,0.5749794924230294,13,0.23076923076923078,0.4188771802405924,-0.5120947570953596,-0.05174335690285892,0.23554347143949328
sma50_2d_or_sma60_2d,Regola attuale oppure Close sotto SMA60 per 2 giorni,2025_2026_recent,2025-01-01,2026-06-23,-0.18013562195279853,-0.12606476448581316,-0.19310518184507308,-0.6952511732038814,6,0.16666666666666666,-0.3362827761569037,-0.5120947570953596,0.1561471542041052,0.3189895752502865
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,full,2015-01-01,2026-06-23,389.79119195881094,0.6816517475806569,-0.38894096894291574,1.4395684384606755,36,0.5,198.42154451778723,-0.8339900882218974,191.36964744102372,0.4450491192789816
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2017_bull,2017-01-01,2017-12-31,7.040617501753985,7.086795517493314,-0.35508101939187375,2.8641274835685007,4,0.75,13.180151972080678,-0.3550810193918734,-6.1395344703266925,-3.3306690738754696e-16
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2018_bear,2018-01-01,2018-12-31,-0.1037617676336946,-0.10403145786576151,-0.23513437526744452,-0.4588199884155443,1,0.0,-0.7259540472477137,-0.8153271113852912,0.6221922796140191,0.5801927361178467
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2021_top,2021-01-01,2021-12-31,1.0688051897085487,1.0729410817579335,-0.254060535869327,1.6528825156253166,3,0.6666666666666666,0.5764351178750771,-0.5306185040984175,0.4923700718334716,0.2765579682290905
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2022_bear,2022-01-01,2022-12-31,0.0,0.0,0.0,,0,0.0,-0.6529963898562102,-0.6689381539248928,0.6529963898562102,0.6689381539248928
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2024_2026_recent,2024-01-01,2026-06-23,0.3268176468621271,0.12095040004614144,-0.28660008852712193,0.5348308529508399,13,0.23076923076923078,0.4188771802405924,-0.5120947570953596,-0.09205953337846529,0.22549466856823763
sma50_2d_or_sma70_2d,Regola attuale oppure Close sotto SMA70 per 2 giorni,2025_2026_recent,2025-01-01,2026-06-23,-0.20431306265916394,-0.1436334598394733,-0.20431306265916394,-0.8325987676256392,6,0.16666666666666666,-0.3362827761569037,-0.5120947570953596,0.13196971349773978,0.30778169443619563
sma50_2d_or_sma80_2d,Regola attuale oppure Close sotto SMA80 per 2 giorni,full,2015-01-01,2026-06-23,387.67750779098606,0.6808576366405841,-0.3889409689429164,1.4386289475602216,36,0.5,198.42154451778723,-0.8339900882218974,189.25596327319883,0.44504911927898094
